isAvaliable,make,manufactureYear,seatNum,seriesNum,model,location,updateTime,maintanceExpreiedDate
True,kia,2017,5,5xypkda50hg299327,sorento,connecticut,1/24/2013,5/28/2013
True,ford,2019,3,1fatp8uh4k5177265,mustang,michigan,8/16/2010,1/4/2016
True,chevrolet,2017,4,2gnaldek2h1500410,equinox,wisconsin,8/23/2018,12/16/2023
True,chevrolet,2017,1,1gb3gtcgxh1118909,cutaway,illinois,2/16/2011,11/25/2018
True,chevrolet,2017,2,1g1ze5st9hf229260,door,wisconsin,10/19/2016,11/7/2016
True,chevrolet,2017,3,1gnkvgkd4hj314704,door,wisconsin,7/28/2020,10/11/2025
True,chevrolet,2017,1,1g1ze5stxhf257679,door,wisconsin,1/17/2015,3/4/2021
True,chevrolet,2017,3,3gcuksec0hg271643,1500,wisconsin,4/3/2010,1/24/2017
True,chevrolet,2017,5,3gcukrec7hg170656,1500,wisconsin,8/30/2017,12/3/2017
True,chevrolet,2017,3,1gcvkrec8hz169908,1500,wisconsin,6/17/2013,11/16/2021
True,chevrolet,2016,1,3gcuknec9gg224336,1500,new jersey,6/7/2010,6/26/2016
True,chevrolet,2016,5,1gcvkrec8gz393856,door,wisconsin,12/25/2017,9/23/2025
True,chevrolet,2016,5,1gnskckc9gr424401,door,wisconsin,12/25/2015,6/26/2023
True,chevrolet,2016,5,1g1bg5sm5g7250863,door,wisconsin,7/8/2010,5/7/2011
True,chevrolet,2016,5,1g1yt2d6xg5612796,corvette,illinois,1/1/2018,1/14/2021
True,chevrolet,2016,2,1g1yj2d70g5122320,corvette,illinois,1/16/2010,3/11/2023
False,chevrolet,2016,4,1g1zj5su8gf337274,malibu,wisconsin,7/30/2011,5/12/2013
True,chevrolet,2016,3,1gcvkrec7gz392164,door,wisconsin,6/30/2019,6/6/2022
True,chevrolet,2016,1,1gcvkpec7gz283370,door,wisconsin,4/14/2019,5/25/2025
True,chevrolet,2016,1,2gnaldek7g6323080,door,wisconsin,5/8/2019,7/5/2023
True,chevrolet,2016,5,1g1ze5st5gf315602,door,wisconsin,3/15/2015,6/25/2019
True,chevrolet,2016,4,1gc4k0c84gf121926,3500,wisconsin,4/23/2017,6/14/2017
True,chevrolet,2016,1,1gnkvjkd3gj171692,door,wisconsin,8/26/2017,1/4/2021
True,chevrolet,2016,2,kl7cjrsb9gb542870,trax,wisconsin,8/7/2015,1/7/2024
False,chevrolet,2015,2,1g11c5sl8ff311156,door,wisconsin,7/21/2020,9/8/2021
True,chevrolet,2015,3,1gnskckc5fr181703,door,wisconsin,11/7/2017,3/7/2022
True,chevrolet,2020,3,3gncjksbxll181398,trax,california,2/19/2014,3/26/2022
True,chevrolet,2019,1,3gcpwaef0kg291601,1500,california,7/20/2019,4/7/2023
True,chevrolet,2019,2,2gnaxkev6k6186886,equinox,california,9/7/2014,4/25/2017
True,chevrolet,2019,4,1gcuwded5kz124282,1500,california,1/8/2018,4/21/2024
True,chevrolet,2018,5,1gnevhkw8jj148388,traverse,missouri,1/29/2011,11/7/2014
True,chevrolet,2017,3,3gncjksb6hl148082,trax,california,7/9/2020,10/21/2022
True,chevrolet,2017,3,1gcpcrec9hf242498,1500,california,2/17/2013,1/21/2015
True,chevrolet,2017,1,1gcvkrec1hz135955,1500,california,1/20/2012,3/18/2014
True,chevrolet,2017,2,1gazgpfg0h1169059,passenger,california,3/10/2012,10/14/2021
True,chevrolet,2017,3,1g1rc6s56hu177143,volt,california,3/11/2017,9/9/2024
True,chevrolet,2016,5,1g1ys2d6xg5609979,corvette,california,12/16/2014,7/29/2021
True,chevrolet,2015,1,1gc1kweg8ff170135,door,california,11/10/2015,8/8/2020
True,chevrolet,2018,1,1gazgpfg7j1254194,passenger,texas,11/29/2014,4/5/2025
True,chevrolet,2019,4,1gnskbkc0kr335691,tahoe,oklahoma,5/29/2018,6/29/2022
True,chevrolet,2019,4,1gnskbkc1kr164515,tahoe,oklahoma,9/13/2013,10/29/2020
True,chevrolet,2019,1,1gnskhkcxkr306962,suburban,oklahoma,10/24/2011,11/27/2020
True,chevrolet,2019,5,1g1fh1r7xk0140397,camaro,oklahoma,9/10/2019,12/25/2022
True,chevrolet,2019,2,1gcwgafgxk1242467,van,oklahoma,7/14/2018,12/5/2021
True,chevrolet,2019,5,1gcwgafg5k1221297,van,oklahoma,3/14/2014,11/21/2024
True,chevrolet,2019,4,1gcwgafg9k1240337,van,oklahoma,3/26/2010,5/19/2013
True,chevrolet,2019,2,1g1zd5st4kf126371,malibu,oklahoma,1/6/2018,10/29/2019
True,chevrolet,2019,2,1gnskhkcxkr288236,suburban,oklahoma,5/6/2013,1/10/2021
True,chevrolet,2018,1,1gcgtcen5j1157983,colorado,oregon,11/16/2011,6/1/2022
True,chevrolet,2017,3,1gc2kveg3hz159933,2500,oregon,4/23/2019,11/25/2020
True,chevrolet,2017,3,1gc2kveg1hz262672,2500,oregon,1/24/2012,6/2/2025
True,chevrolet,2017,3,3gcukrec0hg249327,1500,oregon,8/11/2015,11/27/2016
True,chevrolet,2016,4,3gcukrec5gg277008,door,oregon,4/26/2012,8/9/2023
True,chevrolet,2014,5,3gcukrec6eg373324,door,oregon,6/12/2012,4/23/2023
True,chevrolet,2018,4,1gnskbkc9jr370082,tahoe,oklahoma,7/13/2013,1/9/2020
True,chevrolet,2018,2,1g1zd5stxjf140841,malibu,oklahoma,3/30/2020,11/12/2024
True,chevrolet,2018,2,1gcvkreh7jz295386,1500,oklahoma,3/4/2011,1/10/2023
True,chevrolet,2018,5,1g1zd5st5jf249837,malibu,oklahoma,9/10/2017,7/31/2019
False,chevrolet,2018,5,kl8cb6sa3jc459211,spark,oklahoma,6/27/2019,4/25/2021
True,chevrolet,2018,1,1gcvkreh3jz272445,1500,oklahoma,9/11/2014,3/5/2022
True,chevrolet,2018,5,1g1zd5st8jf242655,malibu,oklahoma,8/8/2013,11/6/2013
True,chevrolet,2016,1,1gcvkrec0gz118434,door,oklahoma,12/27/2013,8/9/2022
False,chevrolet,2017,4,1g1be5sm4h7275597,door,oklahoma,8/7/2012,7/2/2020
True,chevrolet,2017,5,3gcukrecxhg319917,1500,oklahoma,7/5/2018,7/25/2023
True,chevrolet,2019,3,3gnaxuev8ks588177,equinox,new york,1/19/2014,9/16/2022
True,chevrolet,2015,5,2g1ff1e3xf9185411,door,oklahoma,3/6/2018,1/30/2025
True,chevrolet,2014,3,3gcpcreh4eg204053,door,florida,9/1/2013,10/13/2014
True,chevrolet,2018,4,1gc1kvey2jf198038,2500,pennsylvania,6/8/2016,1/6/2025
True,chevrolet,2019,3,1gc1ksey8kf114255,2500,pennsylvania,5/26/2016,10/12/2019
True,chevrolet,2018,4,1gc1kvey3jf197819,2500,pennsylvania,2/2/2016,6/16/2025
False,chevrolet,2013,2,3gnal3ek3ds630172,door,pennsylvania,7/12/2010,6/26/2016
False,chevrolet,2013,3,1g1pa5sgxd7225194,door,pennsylvania,11/29/2012,5/3/2016
False,chevrolet,2014,1,2gnflfek5e6237636,door,texas,6/29/2012,6/5/2024
True,chevrolet,2014,2,3gcuksej4eg356687,1500,texas,2/1/2018,4/30/2021
True,chevrolet,2019,1,1gcuyhel9kz240206,1500,nebraska,8/9/2013,8/14/2017
True,chevrolet,2019,2,1gcwgafg7k1222516,van,missouri,11/12/2011,4/4/2016
False,chevrolet,2013,5,1g1jc6sh6d4127084,door,texas,5/13/2013,12/16/2016
True,chevrolet,2017,4,1gcgtcen1h1148658,colorado,indiana,5/20/2012,12/20/2023
True,chevrolet,2018,1,1gnskhkc5jr243896,suburban,missouri,1/8/2010,5/20/2011
True,chevrolet,2017,4,1g1rd6s59hu201853,volt,oklahoma,1/10/2017,9/8/2017
True,chevrolet,2017,5,1gnskbkc6hr132085,door,missouri,9/6/2017,11/30/2025
True,chevrolet,2017,2,3gcuktec6hg222226,1500,missouri,6/29/2013,3/30/2020
True,chevrolet,2017,4,3gcuksec3hg222744,1500,missouri,6/17/2013,2/6/2021
False,chevrolet,2016,3,kl7cjpsb3gb750120,trax,west virginia,3/27/2011,8/24/2015
True,chevrolet,2017,3,3gcukrec6hg356561,1500,west virginia,1/6/2012,1/13/2022
True,chevrolet,2016,3,3gncjnsb1gl264970,trax,west virginia,9/27/2015,8/5/2025
True,chevrolet,2016,4,2g1145s39g9185641,door,west virginia,6/25/2020,9/28/2023
True,chevrolet,2019,5,2gnaxhev8k6108774,equinox,west virginia,4/29/2010,4/4/2024
True,chevrolet,2019,5,1gnevhkw9kj129253,traverse,west virginia,8/13/2016,2/13/2020
True,chevrolet,2018,3,kl7cjpsbxjb710284,trax,west virginia,5/29/2013,2/12/2024
True,chevrolet,2019,4,1gcuyged0kz114660,1500,west virginia,6/28/2020,11/26/2023
False,chevrolet,2016,4,1g1pe5sb4g7168780,door,missouri,3/22/2017,3/23/2019
False,chevrolet,2016,1,1g1pe5sb1g7193233,door,missouri,3/28/2011,5/8/2023
True,chevrolet,2016,4,3gcpcrec6gg235750,door,oklahoma,10/21/2018,5/19/2024
False,chevrolet,2015,2,1gchsaea3f1218425,colorado,west virginia,9/4/2017,4/18/2022
True,chevrolet,2015,3,1gcrcpehxfz272176,door,west virginia,4/16/2011,6/1/2014
False,chevrolet,2015,1,1g1pg5sbxf7249436,door,west virginia,8/10/2014,10/20/2023
True,chevrolet,2015,1,3gcuksej3fg195122,1500,missouri,8/27/2010,6/22/2012
True,chevrolet,2020,4,3gnaxkev2ll125886,equinox,nevada,10/31/2015,3/4/2024
True,chevrolet,2020,2,1gnerhkw7lj115518,traverse,nevada,6/10/2014,6/20/2024
True,chevrolet,2020,4,1g1105s31lu100901,impala,nevada,7/23/2014,10/22/2025
False,chevrolet,2012,5,1g1pl5sc7c7367895,cruze,illinois,1/16/2016,9/12/2020
False,chevrolet,2012,1,1gnkvjedxcj172991,door,illinois,7/8/2015,3/23/2022
True,chevrolet,2019,2,1gnskhkcxkr139079,suburban,nevada,5/22/2014,4/23/2024
True,chevrolet,2019,5,1gnskhkc2kr158368,suburban,nevada,10/15/2016,10/1/2021
True,chevrolet,2019,1,2gcrcpec4k1155751,ld,nevada,7/14/2012,2/4/2014
True,chevrolet,2019,1,1gnschkc9kr204131,suburban,nevada,7/6/2015,1/21/2019
True,chevrolet,2019,2,1gnskbkc9kr143993,tahoe,nevada,9/20/2014,1/20/2015
True,chevrolet,2019,2,1gnschkc2kr124931,suburban,nevada,3/6/2016,3/13/2023
True,chevrolet,2019,5,2g11z5s30k9137729,impala,nevada,7/20/2015,6/19/2020
True,chevrolet,2019,5,1g1zd5st0kf187281,malibu,nevada,9/5/2020,4/5/2023
True,chevrolet,2019,3,1gnschkc9kr201844,suburban,nevada,8/24/2012,3/8/2023
True,chevrolet,2019,1,1gnskhkc1kr203879,suburban,nevada,11/15/2015,5/29/2023
True,chevrolet,2018,1,1gnschkc6jr106222,suburban,nevada,12/28/2017,8/9/2025
True,chevrolet,2018,4,1gnschkc1jr387653,suburban,nevada,7/3/2012,8/31/2018
True,chevrolet,2018,1,1gnschkc1jr235923,suburban,nevada,11/2/2010,6/16/2018
True,chevrolet,2018,4,1gnschkc5jr280816,suburban,nevada,8/25/2018,11/13/2019
True,chevrolet,2018,3,3gcukreh2jg284677,1500,new york,5/31/2011,12/7/2019
True,chevrolet,2017,5,1gnschkc4hr206149,suburban,nevada,6/16/2020,8/28/2025
True,chevrolet,2017,3,1gnschkc3hr133923,suburban,nevada,5/27/2015,11/27/2025
True,chevrolet,2016,3,1g1fh1r79g0149647,camaro,nevada,5/24/2011,2/13/2021
True,chevrolet,2017,2,2gnfleek2h6351253,door,new jersey,3/3/2014,3/8/2017
True,chevrolet,2017,4,1gcwgaff8h1120366,van,new jersey,8/24/2015,8/7/2019
True,chevrolet,2017,5,3n63m0yn6hk696088,van,new jersey,1/7/2017,5/7/2019
True,chevrolet,2018,1,2gnaxsevxj6292207,equinox,florida,2/12/2019,11/22/2025
True,chevrolet,2018,3,2gnaxsev1j6218321,equinox,florida,7/24/2014,9/25/2020
False,chevrolet,2015,5,1g11b5sl5ff135735,door,nevada,3/20/2015,5/29/2024
False,chevrolet,2012,2,1gccsbf92c8121126,door,california,5/9/2013,12/14/2016
True,chevrolet,2015,1,3gcuksec6fg382971,door,nevada,7/28/2016,2/17/2022
True,chevrolet,2017,3,1gnkrfed3hj217603,traverse,new york,8/18/2010,7/8/2017
True,chevrolet,2017,2,1gnkrfed7hj307708,traverse,new york,12/26/2014,3/30/2017
False,chevrolet,2014,5,1gcsgafx9e1173192,van,nevada,9/26/2015,1/5/2020
False,chevrolet,2014,2,1g1p75sz3e7332279,door,nevada,9/24/2016,11/14/2018
True,chevrolet,2019,4,1gcwgafg5k1229335,van,texas,1/15/2013,11/15/2021
True,chevrolet,2019,1,1gcwgafg1k1229638,van,texas,10/16/2011,5/25/2019
True,chevrolet,2019,4,1gcwgafg2k1222357,van,texas,4/26/2020,7/17/2020
True,chevrolet,2019,5,1gcwgafg3k1232427,van,texas,8/27/2010,10/12/2018
True,chevrolet,2018,5,1g1zd5stxjf175198,malibu,texas,2/1/2014,1/2/2023
True,chevrolet,2016,4,1gc4k1e88gf118806,3500,texas,7/1/2015,7/7/2015
True,chevrolet,2015,3,1gnscckc9fr715640,tahoe,texas,12/29/2013,12/15/2016
True,chevrolet,2016,4,1gnscbkc6gr432916,door,texas,7/31/2018,8/25/2025
True,chevrolet,2015,1,1gnscakc0fr161697,tahoe,texas,1/5/2015,5/16/2021
False,chevrolet,2014,4,3gcpcpeh2eg231868,1500,texas,12/25/2012,3/4/2013
True,chevrolet,2013,2,1gcrcrea5dz179299,door,texas,6/30/2018,8/22/2018
False,chevrolet,2013,2,1gb3czcg3df161404,door,texas,6/12/2010,4/19/2016
True,chevrolet,2013,1,3gcpcse09dg282246,door,texas,6/28/2014,1/31/2023
True,chevrolet,2019,1,2gnaxkev1k6296972,equinox,florida,9/6/2012,5/12/2023
True,chevrolet,2018,3,3gcukrec2jg216609,1500,kansas,2/26/2014,12/15/2019
True,chevrolet,2018,3,1g1fb1rx5j0103693,camaro,kansas,6/22/2016,8/4/2020
True,chevrolet,2016,2,1gcgtce36g1387412,colorado,new jersey,1/6/2019,7/18/2022
True,chevrolet,2016,4,1gcvkneh3gz336629,1500,new jersey,9/5/2012,4/19/2021
True,chevrolet,2016,1,1gcvkneh7gz158854,1500,new jersey,1/29/2016,9/5/2022
True,chevrolet,2016,3,1gcvkneh1gz235878,1500,new jersey,10/16/2015,12/6/2022
True,chevrolet,2019,1,2gnaxkev2k6183550,equinox,north carolina,2/20/2012,2/26/2024
True,chevrolet,2019,4,2gnaxuev0k6196714,equinox,north carolina,6/9/2014,11/13/2019
True,chevrolet,2019,5,2gnaxkevxk6199639,equinox,north carolina,9/19/2018,5/9/2021
True,chevrolet,2019,1,2gnaxuev8k6190062,equinox,north carolina,4/16/2020,3/22/2025
True,chevrolet,2019,4,2gnaxkev7k6197637,equinox,north carolina,3/12/2013,5/31/2025
True,chevrolet,2019,1,2gnaxuev3k6169765,equinox,north carolina,10/6/2017,4/19/2025
True,chevrolet,2019,3,1gazgpfgxk1197071,passenger,north carolina,10/2/2017,2/16/2019
True,chevrolet,2019,2,1g11z5sa4ku113760,impala,north carolina,9/26/2014,5/14/2016
True,chevrolet,2019,2,1g11z5sa7ku117222,impala,north carolina,8/27/2019,1/27/2025
True,chevrolet,2019,4,2g11z5saxk9120208,impala,north carolina,12/2/2014,3/22/2025
True,chevrolet,2019,5,2g11z5sa5k9140950,impala,north carolina,1/5/2011,1/9/2014
True,chevrolet,2019,5,2g11z5sa8k9139310,impala,north carolina,1/21/2013,4/19/2021
False,chevrolet,2017,4,3g1be6sm0hs561566,cruze,north carolina,9/4/2015,5/21/2024
False,chevrolet,2017,1,1g1105sa9hu160835,impala,north carolina,4/9/2014,8/25/2017
True,chevrolet,2013,4,1gc2kvcg8dz256073,door,new jersey,8/28/2020,6/10/2025
False,chevrolet,2015,3,1g11c5sl0ff208474,door,north carolina,8/8/2010,8/25/2014
True,chevrolet,2014,5,1gnkvgkd3ej113338,door,north carolina,1/10/2018,5/23/2024
True,chevrolet,2015,3,1gnscbkc0fr109217,door,florida,4/28/2010,9/29/2016
False,chevrolet,2014,3,1gnkrgkd3ej285342,door,florida,5/22/2013,6/30/2017
True,chevrolet,2019,4,2gcvkpec1k1124569,ld,indiana,2/17/2013,1/3/2019
True,chevrolet,2019,2,2gcvkpec4k1105269,ld,indiana,5/18/2018,8/29/2018
False,chevrolet,2013,3,1g11c5saxdf350889,door,new jersey,5/10/2013,5/21/2017
True,chevrolet,2020,1,1gcgtcen7l1101496,colorado,indiana,10/7/2011,4/21/2022
True,chevrolet,2019,5,2g11z5s37k9134455,impala,indiana,9/22/2017,1/13/2021
True,dodge,2018,3,2c3cdxjg1jh292507,charger,wisconsin,6/14/2012,8/17/2018
True,dodge,2018,5,2c3cdxjg4jh292503,charger,wisconsin,2/4/2020,8/13/2020
False,dodge,2012,3,1c6rd7ft0cs326533,door,wisconsin,3/28/2020,11/22/2021
True,dodge,2019,3,2c4rdgeg4kr682965,caravan,nebraska,9/10/2019,4/9/2023
True,dodge,2019,3,3c4pdcgg9kt700676,journey,nebraska,7/29/2017,5/10/2023
True,dodge,2019,3,2c3cdxjg2kh630921,charger,ontario,9/6/2011,7/11/2014
True,dodge,2019,4,2c3cdxjg0kh682158,charger,ontario,8/14/2014,10/30/2023
True,dodge,2019,1,2c3cdxjg2kh658962,charger,ontario,1/31/2013,4/27/2018
True,dodge,2019,2,2c3cdxjg1kh630912,charger,ontario,7/14/2020,2/23/2024
True,dodge,2019,1,2c3cdxjg1kh658953,charger,ontario,3/13/2019,5/1/2023
True,dodge,2019,3,2c3cdxjg6kh630954,charger,ontario,8/19/2013,6/1/2022
True,dodge,2019,5,2c3cdzgg2kh594165,challenger,washington,9/29/2010,8/27/2012
True,dodge,2019,4,2c3cdxhg2kh608648,charger,washington,3/18/2017,1/28/2023
True,dodge,2019,2,2c4rdgcg5kr518563,caravan,washington,5/28/2015,5/25/2025
False,dodge,2012,1,1c6rd7ht8cs279667,door,washington,12/10/2012,10/14/2013
True,dodge,2019,3,1c4rdhdg4kc769457,durango,texas,4/13/2017,12/16/2020
True,dodge,2019,2,2c3cdzag4kh686869,challenger,texas,4/18/2016,12/17/2016
True,dodge,2018,2,3c4pdcab2jt216649,journey,north carolina,8/11/2014,6/6/2024
True,dodge,2018,5,2c4rdgeg6jr205887,caravan,north carolina,6/16/2015,3/10/2022
True,dodge,2017,5,2c3cdzfj5hh650508,challenger,arizona,8/7/2010,12/5/2019
True,dodge,2017,1,3c4pddeg4ht608652,journey,texas,4/22/2013,3/23/2015
True,dodge,2016,3,2c3cdxjg0gh303988,door,colorado,5/15/2020,10/29/2025
True,dodge,2015,3,2c3cdzc99fh713682,challenger,arizona,7/6/2020,5/26/2024
True,dodge,2015,1,2c3cdzfj8fh877821,challenger,arizona,8/9/2014,10/26/2016
True,dodge,2018,2,3c4pdcgg1jt257213,journey,texas,8/26/2012,3/7/2017
True,dodge,2017,3,2c3cdxbg5hh642083,charger,florida,5/2/2014,3/24/2025
True,dodge,2018,1,2c4rdgegxjr339012,caravan,california,6/2/2016,7/13/2024
True,dodge,2018,5,2c4rdgcg2jr205677,caravan,california,4/6/2012,5/21/2016
False,dodge,2013,2,1c3cdzcb6dn599101,door,texas,6/9/2010,11/18/2012
True,dodge,2019,4,2c4rdgcgxkr751032,caravan,florida,12/19/2018,6/26/2020
False,dodge,2017,1,3c4pdcbg0ht518476,door,california,4/9/2014,2/18/2016
False,dodge,2014,1,2c3cdxbg5eh300547,door,florida,10/30/2013,3/8/2016
True,dodge,2018,1,2c4rdgcg8jr208468,caravan,pennsylvania,4/21/2017,4/21/2025
False,dodge,2017,1,3c4pdcab8ht507652,journey,pennsylvania,8/20/2016,12/26/2019
False,dodge,2017,3,3c4pdcgb7ht525941,door,pennsylvania,12/26/2011,4/16/2019
True,dodge,2018,2,2c3cdzag5jh245542,challenger,new jersey,8/20/2011,7/14/2015
False,dodge,2017,2,3c4pddbg6ht592197,journey,florida,6/16/2012,4/8/2019
True,dodge,2017,3,2c3cdxctxhh618731,charger,florida,12/4/2019,3/19/2022
True,dodge,2016,4,1c4rdjag5gc486469,door,pennsylvania,10/3/2018,2/1/2024
False,dodge,2016,4,1c3cdfbb6gd515496,door,pennsylvania,4/21/2010,3/24/2025
False,dodge,2012,2,1c6rd7ft6cs238912,door,pennsylvania,3/22/2018,5/10/2021
True,dodge,2019,5,2c4rdgdg0kr571878,caravan,illinois,3/14/2017,2/2/2022
True,dodge,2019,4,1c4sdjct2kc576022,durango,illinois,2/25/2017,11/23/2018
True,dodge,2019,1,1c4sdjct5kc738497,durango,illinois,4/15/2014,4/20/2022
True,dodge,2019,1,1c4sdjctxkc691872,durango,illinois,2/6/2011,7/1/2015
False,dodge,2012,1,3c6jd6dtxcg183219,door,minnesota,10/29/2016,11/17/2025
True,dodge,2019,1,2c3cdxbg8kh658222,charger,texas,7/22/2016,1/11/2023
True,dodge,2018,5,2c3cdxjgxjh222262,charger,michigan,9/24/2015,1/31/2019
False,dodge,2014,1,2c4rdgcg3er266428,van,texas,4/5/2010,3/11/2023
True,dodge,2018,1,2c3cdxjg6jh182178,charger,michigan,3/27/2017,7/7/2018
True,dodge,2018,2,2c3cdxjg7jh189253,charger,michigan,3/16/2019,6/16/2021
True,dodge,2019,2,3c4pddbg3kt708835,journey,wisconsin,10/28/2010,12/19/2014
True,dodge,2018,4,2c3cdzag8jh321934,challenger,wisconsin,7/17/2016,5/28/2021
True,dodge,2018,4,3c4pdcgg2jt378879,journey,wisconsin,3/22/2018,12/31/2020
True,dodge,2018,2,2c4rdgcg8jr327542,caravan,wisconsin,12/13/2013,6/16/2016
True,dodge,2018,1,2c3cdxbgxjh273288,charger,wisconsin,12/25/2015,6/8/2024
False,dodge,2015,3,1c3cdfbb3fd213551,door,minnesota,2/6/2012,1/29/2023
True,dodge,2017,2,3c4pddgg6ht556180,journey,wisconsin,7/10/2010,4/20/2011
True,dodge,2017,5,2c3cdzc98hh553913,challenger,illinois,5/16/2014,11/15/2025
False,dodge,2013,5,1c3cdfcb9dd329946,door,minnesota,5/5/2015,12/1/2023
True,dodge,2016,1,2c3cdxct3gh355660,door,new jersey,8/20/2017,9/22/2019
True,dodge,2019,5,2c3cdzbt8kh705158,challenger,arizona,7/5/2011,1/6/2013
True,dodge,2016,4,2c3cdxl92gh285329,charger,illinois,7/22/2020,10/10/2020
True,dodge,2019,5,2c3cdxhg6kh598321,charger,arizona,5/14/2012,7/10/2024
True,dodge,2016,4,2c3cdzbt4gh325869,challenger,illinois,9/8/2014,10/12/2014
True,dodge,2016,4,2c3cdzfj8gh351982,challenger,illinois,11/3/2015,6/4/2017
True,dodge,2019,1,2c4rdgegxkr599122,caravan,georgia,8/27/2015,6/6/2025
True,dodge,2015,4,1c4rdjeg3fc112029,door,wisconsin,1/29/2019,11/11/2023
True,dodge,2017,5,3c4pddeg9ht565166,journey,wisconsin,12/24/2015,6/20/2022
True,dodge,2017,2,2c4rdgeg8hr632871,caravan,wisconsin,7/6/2011,7/27/2019
True,dodge,2014,3,2c3cdyag9eh126828,doors,massachusetts,12/1/2016,4/4/2024
True,dodge,2014,4,2c3cdybt2eh298212,doors,massachusetts,11/28/2012,6/5/2022
True,dodge,2014,1,2c3cdyag3eh213138,doors,pennsylvania,12/24/2010,6/6/2015
True,dodge,2014,1,2c3cdybt3eh136783,doors,connecticut,11/29/2016,9/27/2018
True,dodge,2014,2,2c3cdybt5eh217218,doors,new york,8/1/2010,1/21/2022
True,dodge,2014,5,2c3cdybt3eh115268,doors,rhode island,12/5/2012,10/12/2018
True,dodge,2014,5,2c3cdyag6eh133624,doors,new jersey,2/4/2013,7/2/2024
True,dodge,2014,2,2c3cdyag9eh313809,doors,new york,5/18/2012,4/6/2018
True,dodge,2014,5,2c3cdybt1eh270465,doors,new york,3/2/2020,8/14/2020
True,dodge,2014,3,2c3cdybt9eh247614,doors,new york,4/1/2019,2/11/2023
True,dodge,2014,5,2c3cdybt9eh143592,doors,new jersey,8/4/2016,3/24/2020
True,dodge,2014,3,2c3cdyag1eh311262,doors,new york,11/24/2010,3/17/2019
True,dodge,2014,3,2c3cdybt6eh111229,doors,new york,3/27/2011,5/16/2025
True,dodge,2014,4,2c3cdyag3eh251064,doors,new jersey,1/16/2016,10/28/2019
True,dodge,2019,2,2c3cdxbgxkh707467,charger,texas,10/29/2016,11/22/2019
False,dodge,2013,5,3c4pddfg9dt523590,journey,wisconsin,10/29/2017,7/7/2022
True,dodge,2012,3,2c3cdxej6ch170654,door,illinois,3/6/2020,5/15/2021
True,dodge,2018,4,2c4rdgeg5jr147562,caravan,new jersey,1/13/2019,7/7/2019
True,dodge,2018,4,3c4pdcgg9jt352215,journey,florida,11/4/2012,11/15/2013
True,dodge,2019,5,1c4sdhct3kc769532,durango,missouri,10/15/2016,11/8/2016
True,dodge,2017,1,2c4rdgeg1hr716871,caravan,florida,4/10/2011,3/14/2025
False,dodge,2017,1,3c4pdcabxht695526,journey,missouri,11/14/2017,6/14/2024
False,dodge,2013,2,1c4rdjdg3dc674852,door,missouri,4/7/2015,1/18/2023
False,dodge,2014,3,2c3cdxbg3eh170784,door,nevada,1/26/2018,5/24/2019
False,dodge,2013,3,2c4rdgbg8dr566594,van,tennessee,6/7/2011,10/9/2019
True,dodge,2018,1,2c3cdxct8jh197730,charger,california,1/3/2018,7/4/2020
True,dodge,2018,4,2c3cdzag4jh302832,challenger,california,1/16/2013,3/27/2014
True,dodge,2018,2,2c3cdzag3jh242672,challenger,california,4/25/2017,9/14/2025
False,dodge,2016,4,3c4pdcab7gt103739,door,louisiana,11/6/2018,11/20/2019
False,dodge,2015,1,1c3cdfbb5fd213552,door,minnesota,6/23/2018,5/19/2023
True,dodge,2017,3,1c4sdhctxhc936557,durango,california,4/10/2013,2/17/2018
False,dodge,2012,5,3c4pdcdg6ct146745,door,missouri,4/5/2019,2/21/2021
True,dodge,2019,5,1c4rdjdgxkc744523,durango,california,10/4/2018,5/15/2023
True,dodge,2019,2,2c3cdxhgxkh527140,charger,california,9/30/2010,10/14/2011
True,dodge,2019,5,2c3cdxjg8kh527857,charger,california,3/22/2018,5/29/2018
False,dodge,2015,1,1c3cdfaa2fd144750,door,california,12/6/2018,11/5/2024
True,dodge,2019,3,2c3cdzggxkh532268,challenger,california,5/18/2012,12/3/2023
True,dodge,2019,3,1c4rdhdg3kc769255,durango,california,3/27/2019,6/24/2024
True,dodge,2015,3,2c3cdzc90fh834388,challenger,california,12/19/2016,8/24/2021
True,dodge,2019,4,1c4rdhdg1kc557017,durango,california,4/6/2019,10/13/2023
True,dodge,2019,4,1c4rdhdg3kc675893,durango,california,5/29/2011,9/28/2013
False,dodge,2016,4,1c3cdfbb8gd766472,door,new jersey,2/2/2013,3/28/2019
True,dodge,2019,2,1c4rdhdg7kc675959,durango,california,3/9/2011,9/7/2017
True,dodge,2014,4,1c4rdjeg3ec591566,door,california,5/12/2016,10/20/2025
True,dodge,2019,5,1c4rdhdg6kc557000,durango,california,11/16/2013,1/1/2015
True,dodge,2019,1,1c4rdhdg0kc557042,durango,california,8/2/2011,11/9/2014
False,dodge,2014,3,2c4rdgcg9er400696,van,california,7/27/2012,7/2/2021
True,dodge,2019,2,1c4rdjdg6kc684983,durango,california,7/13/2013,10/20/2024
True,dodge,2019,3,2c4rdgcg3kr514530,caravan,california,6/29/2017,5/19/2018
True,dodge,2019,1,3c4pdcgg4kt707549,journey,california,5/7/2010,3/1/2013
True,dodge,2019,5,2c4rdgeg5kr563175,caravan,california,7/27/2017,6/1/2022
True,dodge,2019,2,2c3cdzagxkh583746,challenger,texas,7/2/2013,6/8/2019
